date,pm25,pm10,o3,no2,co,station_name,aqi,latitude,longitude
2024-10-18,45.0,23.0,0.017367346938775518,0.018,2.0,"Vernad, Moscow, Moscow, Russia",124.39,55.658163,37.471434
2024-10-18,52.0,17.0,0.014315068493150692,0.021,3.0,"Veshnyaki, Moscow, Moscow, Russia",141.63,55.719959,37.795549
2024-10-18,30.0,49.0,0.006,0.021,4.0,"bazovskaya, Moscow, Moscow, Russia",88.64,55.877509,37.5085479
2024-10-18,36.0,21.0,0.006,0.02,2.0,"Spirid, Moscow, Moscow, Russia",102.23,55.759354,37.595584
2024-10-18,39.0,23.0,0.014659340659340655,0.031,5.0,"Ochakovskaya, Moscow, Moscow, Russia",109.62,55.693546,37.455579
2024-10-18,46.0,44.0,0.006,0.015,8.0,"Zelen_15, Moscow, Moscow, Russia",126.85,55.976936,37.149584
2024-10-18,46.0,22.0,0.011714285714285715,0.019,2.0,"Koptevo, Moscow, Moscow, Russia",126.85,55.833222,37.525158
2024-10-17,28.0,14.0,0.013266666666666671,0.013,3.0,"Novokosino, Moscow, Moscow, Russia",84.44,55.734445,37.857779
2024-10-17,38.0,19.0,0.011714285714285715,0.017,3.0,"Koptevo, Moscow, Moscow, Russia",107.16,55.833222,37.525158
2024-10-17,24.0,26.0,0.017666666666666667,0.022,4.0,"Narod_op, Moscow, Moscow, Russia",76.03,55.776064,37.475878
2024-10-17,33.0,17.0,0.002,0.015,2.0,"Mgu, Moscow, Moscow, Russia",94.95,55.707241,37.52241
2024-10-17,33.0,17.0,0.002,0.013,2.0,"Cheremushki, Moscow, Moscow, Russia",94.95,55.680056,37.584782
2024-10-17,35.0,21.0,0.017367346938775518,0.015,3.0,"Vernad, Moscow, Moscow, Russia",99.16,55.658163,37.471434
2024-10-17,29.0,48.0,0.006,0.02,4.0,"Suhar, Moscow, Moscow, Russia",86.54,55.773757,37.627445
2024-10-17,37.0,18.0,0.024580645161290327,0.015,2.0,"Proletarskiy, Moscow, Moscow, Russia",104.69,55.635129,37.658684
2024-10-17,44.0,39.0,0.003,0.017,2.0,"bazovskaya, Moscow, Moscow, Russia",121.93,55.877509,37.5085479
2024-10-17,35.0,21.0,0.014659340659340655,0.03,4.0,"Ochakovskaya, Moscow, Moscow, Russia",99.16,55.693546,37.455579
2024-10-17,32.0,39.0,0.003,0.019,8.0,"Zelen_15, Moscow, Moscow, Russia",92.85,55.976936,37.149584
2024-10-17,29.0,19.0,0.006,0.019,2.0,"Spirid, Moscow, Moscow, Russia",86.54,55.759354,37.595584
2024-10-17,46.0,18.0,0.014315068493150692,0.017,3.0,"Veshnyaki, Moscow, Moscow, Russia",126.85,55.719959,37.795549
2024-10-17,18.0,15.0,0.011153846153846155,0.014,2.0,zhulebino,63.41,55.688043,37.863004
2024-10-16,36.0,17.0,0.014315068493150692,0.019,4.0,"Veshnyaki, Moscow, Moscow, Russia",102.23,55.719959,37.795549
2024-10-16,16.0,44.0,0.007,0.02,4.0,"Suhar, Moscow, Moscow, Russia",59.2,55.773757,37.627445
2024-10-16,23.0,16.0,0.004,0.014,2.0,"Mgu, Moscow, Moscow, Russia",73.92,55.707241,37.52241
2024-10-16,11.0,10.0,0.013266666666666671,0.016,3.0,"Novokosino, Moscow, Moscow, Russia",45.83,55.734445,37.857779
2024-10-16,27.0,19.0,0.011714285714285715,0.016,1.0,"Koptevo, Moscow, Moscow, Russia",82.33,55.833222,37.525158
2024-10-16,14.0,23.0,0.017666666666666667,0.018,3.0,"Narod_op, Moscow, Moscow, Russia",55.0,55.776064,37.475878
2024-10-16,24.0,16.0,0.017367346938775518,0.013,2.0,"Vernad, Moscow, Moscow, Russia",76.03,55.658163,37.471434
2024-10-16,29.0,25.0,0.004,0.015,2.0,"bazovskaya, Moscow, Moscow, Russia",86.54,55.877509,37.5085479
2024-10-16,24.0,16.0,0.014659340659340655,0.022,4.0,"Ochakovskaya, Moscow, Moscow, Russia",76.03,55.693546,37.455579
2024-10-16,12.0,12.0,0.01,0.014,3.0,zhulebino,50.0,55.688043,37.863004
2024-10-16,16.0,20.0,0.007,0.017,3.0,"Spirid, Moscow, Moscow, Russia",59.2,55.759354,37.595584
2024-10-16,23.0,16.0,0.004,0.014,2.0,"Cheremushki, Moscow, Moscow, Russia",73.92,55.680056,37.584782
2024-10-16,31.0,22.0,0.024580645161290327,0.014,3.0,"Proletarskiy, Moscow, Moscow, Russia",90.75,55.635129,37.658684
2024-10-16,24.0,17.0,0.004,0.014,3.0,"Zelen_15, Moscow, Moscow, Russia",76.03,55.976936,37.149584
2024-10-15,14.0,10.0,0.012,0.013,2.0,"Spirid, Moscow, Moscow, Russia",55.0,55.759354,37.595584
2024-10-15,32.0,10.0,0.011714285714285715,0.01,1.0,"Koptevo, Moscow, Moscow, Russia",92.85,55.833222,37.525158
2024-10-15,30.0,8.0,0.014659340659340655,0.015,2.0,"Ochakovskaya, Moscow, Moscow, Russia",88.64,55.693546,37.455579
2024-10-15,30.0,8.0,0.017367346938775518,0.013,1.0,"Vernad, Moscow, Moscow, Russia",88.64,55.658163,37.471434
2024-10-15,31.0,15.0,0.024580645161290327,0.011,2.0,"Proletarskiy, Moscow, Moscow, Russia",90.75,55.635129,37.658684
2024-10-15,24.0,2.0,0.013266666666666671,0.015,2.0,"Novokosino, Moscow, Moscow, Russia",76.03,55.734445,37.857779
2024-10-15,29.0,6.0,0.014,0.012,1.0,zhulebino,86.54,55.688043,37.863004
2024-10-15,30.0,8.0,0.007,0.01,1.0,"Mgu, Moscow, Moscow, Russia",88.64,55.707241,37.52241
2024-10-15,28.0,9.0,0.008,0.011,2.0,"Zelen_15, Moscow, Moscow, Russia",84.44,55.976936,37.149584
2024-10-15,14.0,19.0,0.012,0.014,1.0,"Suhar, Moscow, Moscow, Russia",55.0,55.773757,37.627445
2024-10-15,26.0,9.0,0.017666666666666667,0.012,2.0,"Narod_op, Moscow, Moscow, Russia",80.23,55.776064,37.475878
2024-10-15,42.0,9.0,0.014315068493150692,0.015,1.0,"Veshnyaki, Moscow, Moscow, Russia",117.01,55.719959,37.795549
2024-10-15,30.0,8.0,0.007,0.011,1.0,"Cheremushki, Moscow, Moscow, Russia",88.64,55.680056,37.584782
2024-10-15,27.0,9.0,0.008,0.012,1.0,"bazovskaya, Moscow, Moscow, Russia",82.33,55.877509,37.5085479
2024-10-14,12.0,12.0,0.003,0.014,2.0,"Suhar, Moscow, Moscow, Russia",50.0,55.773757,37.627445
2024-10-14,12.0,10.0,0.003,0.014,2.0,"Spirid, Moscow, Moscow, Russia",50.0,55.759354,37.595584
2024-10-14,26.0,10.0,0.024580645161290327,0.009,3.0,"Proletarskiy, Moscow, Moscow, Russia",80.23,55.635129,37.658684
2024-10-14,21.0,5.0,0.013266666666666671,0.015,3.0,"Novokosino, Moscow, Moscow, Russia",69.72,55.734445,37.857779
2024-10-14,26.0,8.0,0.014659340659340655,0.018,3.0,"Ochakovskaya, Moscow, Moscow, Russia",80.23,55.693546,37.455579
2024-10-14,31.0,25.0,0.017666666666666667,0.017,6.0,"Narod_op, Moscow, Moscow, Russia",90.75,55.776064,37.475878
2024-10-14,31.0,19.0,0.001,0.013,2.0,"bazovskaya, Moscow, Moscow, Russia",90.75,55.877509,37.5085479
2024-10-14,13.0,12.0,0.002,0.013,3.0,zhulebino,52.89,55.688043,37.863004
2024-10-14,35.0,11.0,0.014315068493150692,0.015,2.0,"Veshnyaki, Moscow, Moscow, Russia",99.16,55.719959,37.795549
2024-10-14,31.0,4.0,0.011714285714285715,0.013,2.0,"Koptevo, Moscow, Moscow, Russia",90.75,55.833222,37.525158
2024-10-14,27.0,8.0,0.001,0.008,2.0,"Cheremushki, Moscow, Moscow, Russia",82.33,55.680056,37.584782
2024-10-14,26.0,8.0,0.017367346938775518,0.011,3.0,"Vernad, Moscow, Moscow, Russia",80.23,55.658163,37.471434
2024-10-14,30.0,9.0,0.001,0.015,3.0,"Zelen_15, Moscow, Moscow, Russia",88.64,55.976936,37.149584
2024-10-13,40.0,11.0,0.014315068493150692,0.012,2.0,"Veshnyaki, Moscow, Moscow, Russia",112.08,55.719959,37.795549
2024-10-13,38.0,13.0,0.009,0.011,3.0,"Cheremushki, Moscow, Moscow, Russia",107.16,55.680056,37.584782
2024-10-13,42.0,17.0,0.012,0.017,2.0,"Zelen_15, Moscow, Moscow, Russia",117.01,55.976936,37.149584
2024-10-13,18.0,9.0,0.016,0.009,2.0,zhulebino,63.41,55.688043,37.863004
2024-10-13,38.0,14.0,0.014659340659340655,0.014,2.0,"Ochakovskaya, Moscow, Moscow, Russia",107.16,55.693546,37.455579
2024-10-13,22.0,16.0,0.014,0.011,2.0,"Spirid, Moscow, Moscow, Russia",71.82,55.759354,37.595584
2024-10-13,41.0,24.0,0.012,0.013,1.0,"bazovskaya, Moscow, Moscow, Russia",114.54,55.877509,37.5085479
2024-10-13,22.0,16.0,0.014,0.011,1.0,"Suhar, Moscow, Moscow, Russia",71.82,55.773757,37.627445
2024-10-13,27.0,4.0,0.013266666666666671,0.009,1.0,"Novokosino, Moscow, Moscow, Russia",82.33,55.734445,37.857779
2024-10-13,43.0,14.0,0.011714285714285715,0.01,1.0,"Koptevo, Moscow, Moscow, Russia",119.47,55.833222,37.525158
2024-10-13,34.0,11.0,0.024580645161290327,0.007,1.0,"Proletarskiy, Moscow, Moscow, Russia",97.06,55.635129,37.658684
2024-10-12,48.0,12.0,0.014315068493150692,0.01,1.0,"Veshnyaki, Moscow, Moscow, Russia",131.78,55.719959,37.795549
2024-10-12,26.0,13.0,0.017,0.007,2.0,zhulebino,80.23,55.688043,37.863004
2024-10-12,52.0,18.0,0.01,0.009,1.0,"Cheremushki, Moscow, Moscow, Russia",141.63,55.680056,37.584782
2024-10-12,54.0,19.0,0.011714285714285715,0.008,1.0,"Koptevo, Moscow, Moscow, Russia",146.55,55.833222,37.525158
2024-10-12,33.0,6.0,0.013266666666666671,0.007,1.0,"Novokosino, Moscow, Moscow, Russia",94.95,55.734445,37.857779
2024-10-12,43.0,15.0,0.024580645161290327,0.006,1.0,"Proletarskiy, Moscow, Moscow, Russia",119.47,55.635129,37.658684
2024-10-12,29.0,21.0,0.014,0.008,1.0,"Spirid, Moscow, Moscow, Russia",86.54,55.759354,37.595584
2024-10-12,50.0,25.0,0.017367346938775518,0.007,1.0,"Vernad, Moscow, Moscow, Russia",136.7,55.658163,37.471434
2024-10-12,52.0,18.0,0.01,0.005,1.0,"Mgu, Moscow, Moscow, Russia",141.63,55.707241,37.52241
2024-10-12,51.0,45.0,0.011,0.015,2.0,"Zelen_15, Moscow, Moscow, Russia",139.17,55.976936,37.149584
2024-10-12,29.0,18.0,0.014,0.01,1.0,"Suhar, Moscow, Moscow, Russia",86.54,55.773757,37.627445
2024-10-12,50.0,25.0,0.006,0.012,2.0,"Ochakovskaya, Moscow, Moscow, Russia",136.7,55.693546,37.455579
2024-10-12,52.0,43.0,0.011,0.011,1.0,"bazovskaya, Moscow, Moscow, Russia",141.63,55.877509,37.5085479
2024-10-11,52.0,29.0,0.017367346938775518,0.008,1.0,"Vernad, Moscow, Moscow, Russia",141.63,55.658163,37.471434
2024-10-11,29.0,7.0,0.013266666666666671,0.008,2.0,"Novokosino, Moscow, Moscow, Russia",86.54,55.734445,37.857779
2024-10-11,48.0,22.0,0.006,0.01,1.0,"Cheremushki, Moscow, Moscow, Russia",131.78,55.680056,37.584782
2024-10-11,30.0,26.0,0.008,0.011,2.0,"Spirid, Moscow, Moscow, Russia",88.64,55.759354,37.595584
2024-10-11,30.0,24.0,0.008,0.014,2.0,"Suhar, Moscow, Moscow, Russia",88.64,55.773757,37.627445
2024-10-11,55.0,26.0,0.011714285714285715,0.012,1.0,"Koptevo, Moscow, Moscow, Russia",149.02,55.833222,37.525158
2024-10-11,47.0,17.0,0.024580645161290327,0.006,1.0,"Proletarskiy, Moscow, Moscow, Russia",129.32,55.635129,37.658684
2024-10-11,52.0,29.0,0.006,0.019,2.0,"Ochakovskaya, Moscow, Moscow, Russia",141.63,55.693546,37.455579
2024-10-11,48.0,22.0,0.006,0.006,1.0,"Mgu, Moscow, Moscow, Russia",131.78,55.707241,37.52241
2024-10-11,30.0,14.0,0.009,0.006,1.0,zhulebino,88.64,55.688043,37.863004
2024-10-11,48.0,15.0,0.014315068493150692,0.01,1.0,"Veshnyaki, Moscow, Moscow, Russia",131.78,55.719959,37.795549
2024-10-11,51.0,43.0,0.008,0.017,3.0,"Zelen_15, Moscow, Moscow, Russia",139.17,55.976936,37.149584
2024-10-10,19.0,26.0,0.007,0.016,2.0,"Spirid, Moscow, Moscow, Russia",65.51,55.759354,37.595584
2024-10-10,13.0,6.0,0.013266666666666671,0.01,2.0,"Novokosino, Moscow, Moscow, Russia",52.89,55.734445,37.857779
2024-10-10,11.0,15.0,0.011153846153846155,0.008,1.0,zhulebino,45.83,55.688043,37.863004
2024-10-10,37.0,17.0,0.005,0.018,2.0,"Ochakovskaya, Moscow, Moscow, Russia",104.69,55.693546,37.455579
2024-10-10,37.0,17.0,0.003,0.013,2.0,"Vernad, Moscow, Moscow, Russia",104.69,55.658163,37.471434
2024-10-10,31.0,38.0,0.006,0.02,3.0,"Zelen_15, Moscow, Moscow, Russia",90.75,55.976936,37.149584
2024-10-10,33.0,21.0,0.005,0.012,1.0,"Cheremushki, Moscow, Moscow, Russia",94.95,55.680056,37.584782
2024-10-10,19.0,24.0,0.007,0.014,2.0,"Suhar, Moscow, Moscow, Russia",65.51,55.773757,37.627445
2024-10-10,31.0,15.0,0.014315068493150692,0.012,1.0,"Veshnyaki, Moscow, Moscow, Russia",90.75,55.719959,37.795549
2024-10-10,33.0,21.0,0.005,0.011,1.0,"Mgu, Moscow, Moscow, Russia",94.95,55.707241,37.52241
2024-10-10,31.0,20.0,0.024580645161290327,0.008,1.0,"Proletarskiy, Moscow, Moscow, Russia",90.75,55.635129,37.658684
2024-10-10,31.0,35.0,0.006,0.015,1.0,"bazovskaya, Moscow, Moscow, Russia",90.75,55.877509,37.5085479
2024-10-09,14.0,23.0,0.019410958904109585,0.015,5.0,"Suhar, Moscow, Moscow, Russia",56.0,55.773757,37.627445
2024-10-09,8.0,8.0,0.011153846153846155,0.008,2.0,zhulebino,33.33,55.688043,37.863004
2024-10-09,19.0,40.0,0.014315068493150692,0.015,4.0,"Zelen_15, Moscow, Moscow, Russia",65.51,55.976936,37.149584
2024-10-09,27.0,12.0,0.024580645161290327,0.007,2.0,"Proletarskiy, Moscow, Moscow, Russia",82.33,55.635129,37.658684
2024-10-09,28.0,10.0,0.014315068493150692,0.012,1.0,"Veshnyaki, Moscow, Moscow, Russia",84.44,55.719959,37.795549
2024-10-09,25.0,11.0,0.001,0.017,2.0,"Ochakovskaya, Moscow, Moscow, Russia",78.13,55.693546,37.455579
2024-10-09,26.0,11.0,0.001,0.01,2.0,"Vernad, Moscow, Moscow, Russia",80.23,55.658163,37.471434
2024-10-09,19.0,24.0,0.01813675213675213,0.012,2.0,"bazovskaya, Moscow, Moscow, Russia",65.51,55.877509,37.5085479
2024-10-09,9.0,2.0,0.013266666666666671,0.009,2.0,"Novokosino, Moscow, Moscow, Russia",37.5,55.734445,37.857779
2024-10-09,21.0,15.0,0.001,0.009,1.0,"Mgu, Moscow, Moscow, Russia",69.72,55.707241,37.52241
2024-10-09,22.0,15.0,0.001,0.009,1.0,"Cheremushki, Moscow, Moscow, Russia",71.82,55.680056,37.584782
2024-10-08,57.0,11.0,0.024580645161290327,0.007,1.0,"Proletarskiy, Moscow, Moscow, Russia",151.77,55.635129,37.658684
2024-10-08,72.0,9.0,0.001,0.006,1.0,"Cheremushki, Moscow, Moscow, Russia",159.52,55.680056,37.584782
2024-10-08,52.0,8.0,0.004,0.007,1.0,"bazovskaya, Moscow, Moscow, Russia",141.63,55.877509,37.5085479
2024-10-08,67.0,4.0,0.001,0.008,2.0,"Vernad, Moscow, Moscow, Russia",156.94,55.658163,37.471434
2024-10-08,40.0,13.0,0.004,0.008,2.0,"Zelen_15, Moscow, Moscow, Russia",112.08,55.976936,37.149584
2024-10-08,56.0,6.0,0.011714285714285715,0.007,1.0,"Koptevo, Moscow, Moscow, Russia",151.26,55.833222,37.525158
2024-10-08,67.0,4.0,0.001,0.011,2.0,"Ochakovskaya, Moscow, Moscow, Russia",156.94,55.693546,37.455579
2024-10-08,48.0,4.0,0.011153846153846155,0.007,2.0,zhulebino,131.78,55.688043,37.863004
2024-10-08,45.0,15.0,0.019410958904109585,0.01,3.0,"Suhar, Moscow, Moscow, Russia",124.39,55.773757,37.627445
2024-10-08,40.0,1.0,0.013266666666666671,0.008,2.0,"Novokosino, Moscow, Moscow, Russia",112.08,55.734445,37.857779
2024-10-08,58.0,8.0,0.001,0.008,1.0,"Mgu, Moscow, Moscow, Russia",152.29,55.707241,37.52241
2024-10-08,54.0,7.0,0.014315068493150692,0.009,1.0,"Veshnyaki, Moscow, Moscow, Russia",146.55,55.719959,37.795549
2024-10-07,41.0,44.0,0.019410958904109585,0.015,4.0,"Suhar, Moscow, Moscow, Russia",114.54,55.773757,37.627445
2024-10-07,65.0,24.0,0.001,0.01,3.0,"Proletarskiy, Moscow, Moscow, Russia",155.91,55.635129,37.658684
2024-10-07,63.0,24.0,0.01617322834645668,0.013,2.0,"Mgu, Moscow, Moscow, Russia",154.87,55.707241,37.52241
2024-10-07,65.0,19.0,0.002,0.012,2.0,"bazovskaya, Moscow, Moscow, Russia",155.91,55.877509,37.5085479
2024-10-07,64.0,18.0,0.017367346938775518,0.015,3.0,"Vernad, Moscow, Moscow, Russia",155.39,55.658163,37.471434
2024-10-07,44.0,9.0,0.013266666666666671,0.012,3.0,"Novokosino, Moscow, Moscow, Russia",121.93,55.734445,37.857779
2024-10-07,56.0,21.0,0.002,0.012,3.0,zhulebino,151.26,55.688043,37.863004
2024-10-07,57.0,14.0,0.002,0.011,2.0,"Zelen_15, Moscow, Moscow, Russia",151.77,55.976936,37.149584
2024-10-07,60.0,17.0,0.014315068493150692,0.013,3.0,"Veshnyaki, Moscow, Moscow, Russia",153.32,55.719959,37.795549
2024-10-07,65.0,18.0,0.014659340659340655,0.019,3.0,"Ochakovskaya, Moscow, Moscow, Russia",155.91,55.693546,37.455579
2024-10-06,21.0,10.0,0.013266666666666671,0.012,3.0,"Novokosino, Moscow, Moscow, Russia",69.72,55.734445,37.857779
2024-10-06,36.0,30.0,0.002,0.013,4.0,"Mgu, Moscow, Moscow, Russia",102.23,55.707241,37.52241
2024-10-06,28.0,37.0,0.019410958904109585,0.016,6.0,"Suhar, Moscow, Moscow, Russia",84.44,55.773757,37.627445
2024-10-06,42.0,25.0,0.014315068493150692,0.015,4.0,"Veshnyaki, Moscow, Moscow, Russia",117.01,55.719959,37.795549
2024-10-06,32.0,34.0,0.004,0.009,5.0,"Proletarskiy, Moscow, Moscow, Russia",92.85,55.635129,37.658684
2024-10-06,40.0,25.0,0.002,0.02,6.0,"Ochakovskaya, Moscow, Moscow, Russia",112.08,55.693546,37.455579
2024-10-06,34.0,33.0,0.003,0.016,4.0,"bazovskaya, Moscow, Moscow, Russia",97.06,55.877509,37.5085479
2024-10-06,21.0,26.0,0.007,0.012,4.0,zhulebino,69.72,55.688043,37.863004
2024-10-06,34.0,25.0,0.003,0.016,5.0,"Zelen_15, Moscow, Moscow, Russia",97.06,55.976936,37.149584
2024-10-06,40.0,25.0,0.002,0.012,2.0,"Vernad, Moscow, Moscow, Russia",112.08,55.658163,37.471434
2024-10-05,38.0,32.0,0.019410958904109585,0.018,4.0,"Suhar, Moscow, Moscow, Russia",107.16,55.773757,37.627445
2024-10-05,44.0,9.0,0.015,0.008,1.0,zhulebino,121.93,55.688043,37.863004
2024-10-05,53.0,11.0,0.014315068493150692,0.013,2.0,"Veshnyaki, Moscow, Moscow, Russia",144.09,55.719959,37.795549
2024-10-05,54.0,14.0,0.006,0.015,3.0,"Vernad, Moscow, Moscow, Russia",146.55,55.658163,37.471434
2024-10-05,60.0,16.0,0.01,0.01,1.0,"bazovskaya, Moscow, Moscow, Russia",153.32,55.877509,37.5085479
2024-10-05,53.0,13.0,0.007,0.011,1.0,"Mgu, Moscow, Moscow, Russia",144.09,55.707241,37.52241
2024-10-05,54.0,14.0,0.006,0.021,2.0,"Ochakovskaya, Moscow, Moscow, Russia",146.55,55.693546,37.455579
2024-10-05,51.0,36.0,0.01,0.014,3.0,"Zelen_15, Moscow, Moscow, Russia",139.17,55.976936,37.149584
2024-10-05,40.0,4.0,0.013266666666666671,0.01,2.0,"Novokosino, Moscow, Moscow, Russia",112.08,55.734445,37.857779
2024-10-05,51.0,12.0,0.016,0.01,2.0,"Proletarskiy, Moscow, Moscow, Russia",139.17,55.635129,37.658684
2024-10-04,88.0,25.0,0.006,0.009,3.0,"Zelen_15, Moscow, Moscow, Russia",167.78,55.976936,37.149584
2024-10-04,67.0,15.0,0.01,0.014,4.0,zhulebino,156.94,55.688043,37.863004
2024-10-04,59.0,37.0,0.019410958904109585,0.016,3.0,"Suhar, Moscow, Moscow, Russia",152.81,55.773757,37.627445
2024-10-04,75.0,8.0,0.013266666666666671,0.017,3.0,"Novokosino, Moscow, Moscow, Russia",161.07,55.734445,37.857779
2024-10-04,78.0,19.0,0.005,0.011,2.0,"Mgu, Moscow, Moscow, Russia",162.62,55.707241,37.52241
2024-10-04,79.0,14.0,0.005,0.017,3.0,"Ochakovskaya, Moscow, Moscow, Russia",163.13,55.693546,37.455579
2024-10-04,79.0,14.0,0.005,0.014,5.0,"Vernad, Moscow, Moscow, Russia",163.13,55.658163,37.471434
2024-10-04,78.0,15.0,0.014315068493150692,0.017,3.0,"Veshnyaki, Moscow, Moscow, Russia",162.62,55.719959,37.795549
2024-10-04,89.0,23.0,0.006,0.013,2.0,"bazovskaya, Moscow, Moscow, Russia",168.3,55.877509,37.5085479
2024-10-04,77.0,20.0,0.011,0.013,1.0,"Proletarskiy, Moscow, Moscow, Russia",162.1,55.635129,37.658684
2024-10-03,74.0,42.0,0.003,0.021,4.0,"Proletarskiy, Moscow, Moscow, Russia",160.55,55.635129,37.658684
2024-10-03,81.0,80.0,0.008,0.023,6.0,"Zelen_15, Moscow, Moscow, Russia",164.17,55.976936,37.149584
2024-10-03,63.0,38.0,0.007,0.029,2.0,"Vernad, Moscow, Moscow, Russia",154.87,55.658163,37.471434
2024-10-03,89.0,20.0,0.013266666666666671,0.033,4.0,"Novokosino, Moscow, Moscow, Russia",168.3,55.734445,37.857779
2024-10-03,63.0,38.0,0.007,0.039,3.0,"Ochakovskaya, Moscow, Moscow, Russia",154.87,55.693546,37.455579
2024-10-03,83.0,49.0,0.008,0.03,4.0,"bazovskaya, Moscow, Moscow, Russia",165.2,55.877509,37.5085479
2024-10-03,64.0,41.0,0.007,0.024,1.0,"Mgu, Moscow, Moscow, Russia",155.39,55.707241,37.52241
2024-10-03,48.0,58.0,0.019410958904109585,0.032,5.0,"Suhar, Moscow, Moscow, Russia",131.78,55.773757,37.627445
2024-10-03,67.0,40.0,0.003,0.027,5.0,zhulebino,156.94,55.688043,37.863004
2024-10-03,52.0,32.0,0.007,0.023,3.0,"Cheremushki, Moscow, Moscow, Russia",141.63,55.680056,37.584782
2024-10-03,77.0,35.0,0.014315068493150692,0.033,6.0,"Veshnyaki, Moscow, Moscow, Russia",162.1,55.719959,37.795549
2024-10-02,68.0,49.0,0.023,0.026,5.0,"Proletarskiy, Moscow, Moscow, Russia",157.45,55.635129,37.658684
2024-10-02,72.0,26.0,0.013266666666666671,0.034,6.0,"Novokosino, Moscow, Moscow, Russia",159.52,55.734445,37.857779
2024-10-02,71.0,57.0,0.02,0.036,7.0,"bazovskaya, Moscow, Moscow, Russia",159.0,55.877509,37.5085479
2024-10-02,53.0,36.0,0.017,0.022,4.0,"Cheremushki, Moscow, Moscow, Russia",144.09,55.680056,37.584782
2024-10-02,56.0,47.0,0.017,0.03,5.0,zhulebino,151.26,55.688043,37.863004
2024-10-02,73.0,53.0,0.017,0.048,4.0,"Ochakovskaya, Moscow, Moscow, Russia",160.04,55.693546,37.455579
2024-10-02,59.0,39.0,0.013266666666666671,0.041,3.0,"Shabol, Moscow, Moscow, Russia",152.81,55.715698,37.6052377
2024-10-02,59.0,55.0,0.017666666666666667,0.048,8.0,"Narod_op, Moscow, Moscow, Russia",152.81,55.776064,37.475878
2024-10-02,67.0,36.0,0.014315068493150692,0.039,8.0,"Veshnyaki, Moscow, Moscow, Russia",156.94,55.719959,37.795549
2024-10-02,44.0,58.0,0.019410958904109585,0.038,6.0,"Suhar, Moscow, Moscow, Russia",121.93,55.773757,37.627445
2024-10-02,75.0,40.0,0.017,0.025,4.0,"Mgu, Moscow, Moscow, Russia",161.07,55.707241,37.52241
2024-10-02,73.0,53.0,0.017,0.027,5.0,"Vernad, Moscow, Moscow, Russia",160.04,55.658163,37.471434
2024-10-02,70.0,99.0,0.02,0.03,7.0,"Zelen_15, Moscow, Moscow, Russia",158.49,55.976936,37.149584
2024-10-01,26.0,48.0,0.017666666666666667,0.037,5.0,"Narod_op, Moscow, Moscow, Russia",80.23,55.776064,37.475878
2024-10-01,53.0,30.0,0.014315068493150692,0.027,4.0,"Veshnyaki, Moscow, Moscow, Russia",144.09,55.719959,37.795549
2024-10-01,36.0,45.0,0.008,0.025,2.0,"Mgu, Moscow, Moscow, Russia",102.23,55.707241,37.52241
2024-10-01,44.0,46.0,0.006,0.036,3.0,"Ochakovskaya, Moscow, Moscow, Russia",121.93,55.693546,37.455579
2024-10-01,34.0,36.0,0.011714285714285715,0.031,4.0,"Koptevo, Moscow, Moscow, Russia",97.06,55.833222,37.525158
2024-10-01,33.0,19.0,0.013266666666666671,0.016,2.0,"Novokosino, Moscow, Moscow, Russia",94.95,55.734445,37.857779
2024-10-01,21.0,31.0,0.008,0.023,3.0,"Cheremushki, Moscow, Moscow, Russia",69.72,55.680056,37.584782
2024-10-01,44.0,46.0,0.008,0.025,3.0,"Vernad, Moscow, Moscow, Russia",121.93,55.658163,37.471434
2024-10-01,24.0,38.0,0.008,0.034,2.0,"Shabol, Moscow, Moscow, Russia",76.03,55.715698,37.6052377
2024-10-01,33.0,47.0,0.007,0.028,3.0,"bazovskaya, Moscow, Moscow, Russia",94.95,55.877509,37.5085479
2024-10-01,39.0,38.0,0.022,0.016,3.0,"Proletarskiy, Moscow, Moscow, Russia",109.62,55.635129,37.658684
2024-10-01,33.0,75.0,0.007,0.032,7.0,"Zelen_15, Moscow, Moscow, Russia",94.95,55.976936,37.149584
2024-10-01,32.0,51.0,0.019410958904109585,0.033,5.0,"Suhar, Moscow, Moscow, Russia",92.85,55.773757,37.627445
2024-10-01,24.0,34.0,0.023,0.018,3.0,zhulebino,76.03,55.688043,37.863004
2024-09-30,23.0,23.0,0.01,0.015,1.0,"Vernad, Moscow, Moscow, Russia",73.92,55.658163,37.471434
2024-09-30,23.0,23.0,0.01,0.023,2.0,"Ochakovskaya, Moscow, Moscow, Russia",73.92,55.693546,37.455579
2024-09-30,10.0,8.0,0.013266666666666671,0.008,1.0,"Novokosino, Moscow, Moscow, Russia",41.67,55.734445,37.857779
2024-09-30,19.0,32.0,0.014,0.012,3.0,"Zelen_15, Moscow, Moscow, Russia",65.51,55.976936,37.149584
2024-09-30,22.0,18.0,0.011714285714285715,0.011,1.0,"Koptevo, Moscow, Moscow, Russia",71.82,55.833222,37.525158
2024-09-30,22.0,20.0,0.017,0.012,1.0,"Proletarskiy, Moscow, Moscow, Russia",71.82,55.635129,37.658684
2024-09-30,21.0,22.0,0.01,0.015,1.0,"Mgu, Moscow, Moscow, Russia",69.72,55.707241,37.52241
2024-09-30,9.0,24.0,0.017666666666666667,0.016,2.0,"Narod_op, Moscow, Moscow, Russia",37.5,55.776064,37.475878
